job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
GCP Data Engineer,Tata Consultancy Services,India,IT Jobs,,2025-12-11 09:25:18+00:00,,"Dear Candidate, Greetings from TATA Consultancy Services Thank you for expressing your interest in exploring a career possibility with the TCS Family. Hiring For:- GCP Data Engineer GCP, Big Query, Dataflow, Data Proc, Cloud SQL, Cloud Spanner, Pub/Sub, ETL, Apache airflow, Python, Pandas and Numphy Location: Bangalore / Chennai Experience: 6 to 10yrs Must-Have · Google Data Engineer (Overall 5 Years with 3 years relevant hands-on experience) · Experience working in GCP based Big Data deploymen…","python, sql, pandas",3,0
Lead Data Architect,Nous Infosystems,"Bangalore, Karnataka",IT Jobs,,2025-12-13 09:40:20+00:00,,"Senior Data Architect / Practice Lead – Data Analytics About Nous Nous Infosystems is a CMMI® Level 5 and ISO 9001:2000 certified global information Technology Company with expertise in providing quality software solutions and IT-enabled support services to a wide range of industries. Nous was incorporated in 1996 with the mission of providing the highest quality software development services to clients around the world. Over the years, we have successfully broadened our service offerings to in…",,0,0
Data Solutions Architect,Arcesium,"Hyderabad, Telangana",IT Jobs,,2025-12-03 09:00:11+00:00,,"Company Overview Arcesium is a global financial technology firm that solves complex data-driven challenges faced by some of the world’s most sophisticated financial institutions. We constantly innovate our platform and capabilities to meet tomorrow’s challenges, anticipate the risks our clients encounter, and design advanced solutions to help our clients achieve transformational business outcomes. Financial technology is a high-growth industry as change and innovation continue to disrupt the st…",,0,0
Senior Data Engineer,DigiKey Global Capability Center,"Bangalore, Karnataka",IT Jobs,,2025-12-20 09:04:33+00:00,,"About the Role We are seeking a highly experienced and strategic Sr Data Engineer for the development and optimization of our modern cloud data platform infrastructure. This role is ideal for someone who thrives in a fast-paced environment, is passionate about data architecture, and has a deep understanding of data transformation, modeling, and orchestration using modern tools like dbt-core , Snowflake , and Python . Key Responsibilities Design and implement scalable data pipelines using dbt-co…",python,1,0
Cloud Data Architect,Bosch Global Software Technologies,"Bangalore, Karnataka",IT Jobs,,2025-12-10 16:52:19+00:00,,"Job Description Key Responsibilities Architecture DesignMinimum 2 years of experience in architecting enterprise-scale Data platforms for large organizations or business units.Expertise in Designing and defining enterprise data architecture solutions including data lakes, lakehouse, and real-time processing systems. Minimum 2 years of experience in end-to-end cloud data solutions implementation (Azure, AWS, or GCP) as an Architect.Experience in ensuring alignment of architectural design with in…",,0,0
Senior Data Engineer,Stolt-Nielsen Digital Innovation Centre,"Hyderabad, Telangana",IT Jobs,,2025-12-18 08:55:11+00:00,,"About the Role: Were looking for a Senior Data Engineer with strong Databricks, Python, and SQL skills to build and optimize the data infrastructure that powers our analytics and AI initiatives. In this role, youll design and maintain reliable data pipelines, ensure data quality and performance, and enable data-driven decision-making across the organization. We believe that Data Engineers become only more relevant in the age of Generative AI, as we are transitioning to using solutions like Data…","python, sql",2,0
Security Data Engineer,Marriott Tech Accelerator,"Hyderabad, Telangana",IT Jobs,,2025-08-01 08:31:21+00:00,,"About Marriott: Marriott Tech Accelerator is part of Marriott International, a global leader in hospitality. Marriott International, Inc. is a leading American multinational company that operates a vast array of lodging brands, including hotels and residential properties. It consists of over 30 well-known brands and nearly 8,900 properties situated in 141 countries and territories. Role Title: Security Data Engineer Position Summary: Marriott Internationals Global Information Security is seekin…",,0,0
Data Engineer - GCP,Pixeldust Technologies,"Pune, Maharashtra",IT Jobs,,2025-12-19 08:58:49+00:00,,"Role Overview: We are seeking a highly skilled Data Engineer - GCP with 6–8 years of experience in designing, developing, and managing enterprise data solutions on Google Cloud Platform (GCP). The ideal candidate will have a strong background in cloud data architecture, data warehousing, big data processing, and data integration, with proven expertise in delivering scalable, secure, and efficient data platforms. Key Responsibilities: Design and architect end-to-end data solutions on GCP, aligni…",,0,0
Senior Data Engineer,Fornax,"Mumbai, Maharashtra",IT Jobs,,2025-12-15 12:26:18+00:00,,"Who is this for If solving business challenges drives you. This is the place to be. Fornax is a team of cross-functional individuals who solve critial business challenges using core concept of analytics, critical thinking. We are seeking a skilled Data Engineer who has worked in a Retail/D2C domain. The ideal candidate will possess a strong blend of functional and technical expertise, particularly in Google Analytics, Google Ads, Facebook Ads, Amazon Ads. Good understanding of the entire D2C / …",,0,0
Senior Data Engineer,Saras Analytics,"Hyderabad, Telangana",IT Jobs,,2025-12-12 09:50:38+00:00,,"About Saras Analytics: We are an ecommerce focused end to end data analytics firm assisting enterprises & brands in data driven decision making to maximize business value. Our suite of work spans extraction, transformation, visualization & analysis of data delivered via industry leading products, solutions & services. Our flagship product is Daton, an ETL tool. We have now ventured into building exciting ease of use data visualization solutions on top of Daton. And lastly, we have a world class…",,0,0
Lead Data Engineer,ValueMomentum,"Hyderabad, Telangana",IT Jobs,,2025-11-29 10:03:46+00:00,,"Role: Lead Data Engineer Primary skills : Databricks, PySpark, SQL Secondary skills : Advanced SQL, Azure Data Factory, and Azure Data lake. Experience : 7 to 15 Year About the Job We are seeking a Tech Lead – Databricks Data Engineer with experience in designing and developing data pipelines using Azure Databricks, Data Factory, and Datalake.The role involves managing large volumes of data, building complex ETL solutions, and working closely with business teams to deliver robust data transform…",sql,1,0
Senior Data Scientist,ValueMatrix.AI,India,IT Jobs,,2025-11-05 23:05:01+00:00,,"A Behavioural sciences DeepTech company. Role Description This is a full-time remote role for a Senior Data Scientist. The Senior Data Scientist will be responsible for performing data analysis, data visualization, and developing data science models. The role involves designing and implementing statistical models, providing insights through data analytics, and collaborating with cross-functional teams to drive data-driven decision-making. The Senior Data Scientist will also contribute to creati…",data analysis,1,0
Azure Data Engineer,Euclid Innovations,"Hyderabad, Telangana",IT Jobs,,2025-12-13 09:40:59+00:00,,"About the Company We are looking for a highly skilled Databricks & Azure Senior Data Engineer with at least 6 to 10 years of experience to join our vibrant Data & Analytics team. About the Role The ideal candidate should have strong background in Azure data services, including Databricks, Synapse Analytics, Microsoft Fabric, PySpark and SQL. He/She will be responsible for designing, building, and maintaining scalable data solutions that meet business requirements and align with industry best pr…",sql,1,0
AWS Data Architect,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2025-12-20 09:04:41+00:00,,"Greetings from TCS TCS is hiring for AWS Data Architect role. Exp: 8 to 10 years Location: Bangalore / Chennai / Hyderabad / Pune / Kolkata / Delhi Mandatory Skill: Architect exp , AWS, Big Data, Data Lake, Kinesis, Kafka, Nifi, AWS EMR, Snowflake, Hadoop, Hive, HBase, Cassandra, PySpark, Flume, Hive Job Description: Design & Implement ETL/data pipeline and Data Lake/ Datawarehouse in AWS Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide v…",,0,0
Azure Data Engineer,EXL,"Pune, Maharashtra",IT Jobs,,2025-12-03 08:59:10+00:00,,"JobDescription: We are seeking a highly skilled Senior Data Engineer with strong expertise in Azure data ecosystem, Snowflake, and modern data transformation frameworks. The ideal candidate will have extensive hands-on experience in Azure Data Factory, DBT, SQL, and Azure DevOps, with a solid understanding of CI/CD implementation for data pipelines. Excellent communication skills and the ability to collaborate effectively with cross-functional teams are essential. Key Responsibilities: Design, …","sql, excel",2,0
Senior Data Engineer,Coditas,"Pune, Maharashtra",IT Jobs,,2025-12-06 01:25:16+00:00,,"We are looking for Senior Data Engineers who have the right attitude, aptitude, skills, empathy, compassion, and hunger for learning. Build products in the data analytics space. A passion for shipping high-quality data products, interest in the data products space; curiosity about the bigger picture of building a company, product development and its people. Roles and Responsibilities Develop and manage robust ETL pipelines using Apache Spark (Scala) Understand Spark concepts, performance optimi…",,0,0
AWS Data Engineer,iDWTeam,"Hyderabad, Telangana",IT Jobs,,2025-12-05 01:22:41+00:00,,"About the Role We are seeking an experienced AWS Data Engineer to design, develop, and optimize cloud-based data solutions. The ideal candidate has strong hands-on experience with AWS data services, scalable ETL/ELT pipelines, and modern data architecture patterns. You will work collaboratively with analytics, engineering, and business teams to support data-driven decision-making. Key Responsibilities Design and develop scalable ETL/ELT pipelines using AWS services (Glue, Lambda, EMR, Step Func…",,0,0
